resource_id,resource_type,title,creator,year,disciplines,technique_tags,skill_level_min,skill_level_max,is_free,price_usd,url,isbn,language,country,description,date_added,last_verified
CR-014,course,Honnold & Caldwell — Rock Climbing (MasterClass),Alex Honnold & Tommy Caldwell,,sport|trad|top_rope|bouldering,footwork|hip_rotation|crimp_grip|route_reading|mental_game|gear_placement|anchors|jugs,beginner,intermediate,False,$120/yr (all-access 200+ courses),https://masterclass.com/classes/alex-honnold-and-tommy-caldwell-teach-rock-climbing,,en,USA,[platform: MasterClass] [access: Subscription] High production; great intro; not deep enough for advanced climbers,2026-05-07,2026-05-07
CR-015,course,How to Rock Climb (Udemy),Audrey Sniezek,,top_rope|sport|trad,footwork|hip_rotation|crimp_grip|gear_placement|anchors|jugs,beginner,beginner,False,$11.99–$89.99 (sale pricing common),https://udemy.com/course/how-to-rock-climb/,,en,USA,[platform: Udemy] [access: Lifetime] Good beginner intro; 4.5★ rating; visual format,2026-05-07,2026-05-07
CR-016,course,Climb Your Best (Tyler Landman / Udemy),Tyler Landman (V15),,bouldering|sport,footwork|hip_rotation|crimp_grip|slopers|overhang|mental_game|strength|edges|gastons|side_pulls,intermediate,advanced,False,$19.99–$129.99 (sale pricing common),https://udemy.com,,en,USA,[platform: Udemy] [access: Lifetime] Landman climbs V15; best Udemy option for advanced technique,2026-05-07,2026-05-07
CR-017,course,Rock Climbing Fundamentals (REI),REI Editorial,,top_rope|sport|trad,mental_game|jugs,beginner,beginner,True,Free,https://rei.com/learn/expert-advice/rock-climbing.html,,en,USA,[platform: REI Expert Advice (free)] [access: Free] Best free introduction; clear diagrams; no account needed,2026-05-07,2026-05-07
CR-018,course,Self-Coached Climber Online (PhysiVantage),Eric J. Hörst,,sport|bouldering|trad,footwork|heel_hooks|toe_hooks|knee_bars|drop_knee|flagging|hip_rotation|crimp_grip|slopers|pinches|underclings|dynamic_movement|route_reading|slab|overhang|mental_game|strength|finger_training|periodization|jugs|edges|gastons|side_pulls|half_crimp|full_crimp|finger_drag|pockets,intermediate,elite,False,Course pricing varies; supplements separate,https://physivantage.com,,en,USA,[platform: PhysiVantage (Eric Hörst)] [access: Module-based] Hörst's commercial platform; useful nutrition modules complementary to technique work,2026-05-07,2026-05-07
CR-019,course,Lattice Technique Blueprints,Lattice staff coaches,,bouldering|sport,strength|edges|gastons|side_pulls|half_crimp|full_crimp|finger_drag,beginner,advanced,False,Free (blog) / Included in LatticePlan,https://latticetraining.com/blog/learn-100-plus-climbing-techniques/,,en,USA,[platform: Lattice Training Blog/App] [access: Free / Subscription] Blog-format course-equivalent; dense with movement science,2026-05-07,2026-05-07
CR-020,course,Strong Mind Climbing (Course Bundle),Hazel Findlay,,sport|trad|bouldering,mental_game|lead_falling|route_reading,beginner,elite,False,Bundle ~$200+,https://strongmindclimbing.com,,en,USA,[platform: strongmindclimbing.com] [access: Lifetime] Pairs perfectly with Findlay's Altitude course; psychological depth,2026-05-07,2026-05-07
WB-001,website,Climbing Magazine — Skills,Climbing Magazine — Skills,,all,route_reading|half_crimp|full_crimp|finger_drag,beginner,advanced,True,Free,https://climbing.com/skills,,en,USA,Best technique breadth of any magazine; regularly updated; 'Learn To Rock Climb' series; '4 Grip Techniques'; gear reviews,2026-05-07,2026-05-07
WB-002,website,UKClimbing (UKC) — Skills & Technique,UKClimbing (UKC) — Skills & Technique,,trad|sport|bouldering,footwork|drop_knee|hip_rotation|crimp_grip|crack_climbing|route_reading|slab|overhang|mental_game|gear_placement|anchors|strength|periodization|edges|gastons|side_pulls,beginner,advanced,False,Free (subscription for beta),https://ukclimbing.com/articles/skills,,en,UK,"Robbie Phillips, John Kettle & IFMGA guides; 'Smooth: Movement Principles and Techniques'; community + forum",2026-05-07,2026-05-07
WB-003,website,TrainingBeta,TrainingBeta,,sport|bouldering|trad,footwork|heel_hooks|drop_knee|flagging|hip_rotation|crimp_grip|slopers|route_reading|slab|overhang|mental_game|strength|finger_training|injury_rehab|periodization|gastons|side_pulls|half_crimp,intermediate,advanced,False,Free (programs paid),https://trainingbeta.com,,en,USA,Neely Quinn (host/author); 'Top 5 Climbing Technique Articles'; 'Technique Habits That Undermine Your Performance'; 200+ podcast episodes,2026-05-07,2026-05-07
WB-004,website,Power Company Climbing,Power Company Climbing,,sport|bouldering,footwork|heel_hooks|toe_hooks|drop_knee|flagging|hip_rotation|crimp_grip|slopers|pinches|dynamic_movement|route_reading|slab|overhang|strength|periodization|edges|gastons|side_pulls,intermediate,advanced,False,Free (plans paid),https://powercompanyclimbing.com,,en,USA,Kris Hampton; 'A Better Framework for Assessing Movement'; 'How to Toe Hook'; movement-practice archive,2026-05-07,2026-05-07
WB-005,website,Lattice Training Blog,Lattice Training Blog,,sport|bouldering|trad,footwork|heel_hooks|toe_hooks|knee_bars|drop_knee|flagging|hip_rotation|crimp_grip|slopers|pinches|dynamic_movement|route_reading|slab|overhang|strength|finger_training|periodization|edges|gastons|side_pulls|half_crimp|full_crimp|finger_drag|pockets,beginner,advanced,False,Free (plans paid),https://latticetraining.com/blog,,en,USA,'Learn 100+ Techniques With 4 Concepts'; 'How to Measure Good Technique'; constraint-led approach; research-grade articles,2026-05-07,2026-05-07
WB-006,website,Training For Climbing — Eric Hörst,Training For Climbing — Eric Hörst,,sport|bouldering|trad,footwork|heel_hooks|toe_hooks|drop_knee|flagging|hip_rotation|crimp_grip|slopers|pinches|dynamic_movement|route_reading|slab|overhang|mental_game|strength|finger_training|injury_rehab|periodization|jugs|edges|gastons|side_pulls|half_crimp|full_crimp|finger_drag|pockets,intermediate,advanced,True,Free,https://trainingforclimbing.com,,en,USA,Technique & Skills archive; 'Conceptual Model for Max-Difficulty Sport Climbing'; book-depth content in blog form,2026-05-07,2026-05-07
WB-007,website,The Climbing Doctor,The Climbing Doctor,,all,footwork|drop_knee|flagging|hip_rotation|crimp_grip|dynamic_movement|overhang|strength|finger_training|injury_rehab|half_crimp|full_crimp|finger_drag,beginner,advanced,False,Free (programs paid),https://theclimbingdoctor.com,,en,USA,Dr. Jared Vagy DPT (USC); 'Posterior Chain Climbing'; 'The Ultimate Guide to Return to Rock Climbing',2026-05-07,2026-05-07
WB-008,website,Hooper's Beta Library,Hooper's Beta Library,,bouldering|sport,footwork|heel_hooks|toe_hooks|drop_knee|flagging|hip_rotation|crimp_grip|slopers|pinches|overhang|strength|finger_training|injury_rehab|periodization|edges|gastons|side_pulls|half_crimp|full_crimp|pockets,beginner,advanced,False,Free (coaching paid),https://hoopersbeta.com/library,,en,USA,Over 100 free article/videos; 'The Off Foot Is Climbing Technique #1'; 'Why Does No One Teach the Scorpion?'; 'Anatomy of the Climb' series,2026-05-07,2026-05-07
WB-009,website,Climb Strong Resources,Climb Strong Resources,,sport|bouldering|trad,strength,intermediate,advanced,False,Free (plans paid),https://climbstrong.com/resources,,en,USA,"'Intro to Training for Bouldering'; 'Summer Is For Training'; Bechtel's characteristic dense, no-nonsense style",2026-05-07,2026-05-07
WB-010,website,Wide Boyz / Crack Climbing Company,Wide Boyz / Crack Climbing Company,,trad,footwork|hip_rotation|underclings|crack_climbing|offwidth|route_reading|gear_placement,beginner,advanced,False,Free (school paid),https://wideboyz.com,,en,UK,Global Crack School portal; monthly 'Splitter Report' newsletter; project narratives; gear recommendations,2026-05-07,2026-05-07
WB-011,website,Gripped Magazine — Techniques,Gripped Magazine — Techniques,,sport|bouldering|trad,hip_rotation|overhang|strength,beginner,intermediate,True,Free,https://gripped.com,,en,USA,'10 Techniques for Climbing Overhangs'; 'A Comprehensive Guide to Climbing Technique'; 'Training Tuesday: Use Your Hips!',2026-05-07,2026-05-07
WB-012,website,Dave MacLeod's Blog,Dave MacLeod's Blog,,trad|bouldering|sport,finger_training|half_crimp|full_crimp|finger_drag,intermediate,advanced,True,Free,https://davemacleod.com/blog,,en,UK,'How to Hangboard' guide; Edge fingerboard series; FA accounts of Rhapsody E11; unique insider perspective,2026-05-07,2026-05-07
WB-013,website,REI Expert Advice — Rock Climbing,REI Expert Advice — Rock Climbing,,all,footwork|hip_rotation|crimp_grip|gear_placement|anchors|jugs,beginner,beginner,True,Free,https://rei.com/learn/expert-advice/rock-climbing.html,,en,USA,Best free absolute-beginner intro; clear diagrams; 'Rock Climbing Technique: How to Climb Like a Pro',2026-05-07,2026-05-07
WB-014,website,Mountain Project — Technique Articles,Mountain Project — Technique Articles,,all,route_reading,beginner,advanced,True,Free,https://mountainproject.com/articles,,en,USA,Crowd-sourced; variable quality but excellent for route-specific beta and regional technique nuance,2026-05-07,2026-05-07
WB-015,website,Vertical Life Mag,Vertical Life Mag,,bouldering|sport|trad,footwork|crack_climbing|route_reading|mental_game|strength,beginner,advanced,False,Free (digital subscription optional),https://verticallifemag.com.au,,en,Australia,Strong Australasian trad and sandstone technique content; coaches column,2026-05-07,2026-05-07
WB-016,website,8a.nu,8a.nu,,sport|bouldering,route_reading,intermediate,elite,False,Free (premium subscription optional),https://8a.nu,,en,USA,Largest climber community; technique discussion threads; useful for comparing movement approaches at specific grades,2026-05-07,2026-05-07
WB-017,website,IndoorClimbing.com,IndoorClimbing.com,,bouldering|sport|top_rope,mental_game|jugs,beginner,intermediate,True,Free,https://indoorclimbing.com/Climbing_Technique.html,,en,USA,Older site but surprisingly thorough fundamentals section; no-frills; good for gym beginners,2026-05-07,2026-05-07
WB-018,website,Rock and Ice Archives (via Climbing.com),Rock and Ice Archives (via Climbing.com),,all,footwork|crimp_grip|crack_climbing|route_reading|mental_game|strength,beginner,elite,True,Free,https://climbing.com,,en,USA,Rock and Ice ceased publication 2022; content now on climbing.com; massive historical archive of technique writing,2026-05-07,2026-05-07
WB-019,website,Mountaineers.org — Climbing Articles,Mountaineers.org — Climbing Articles,,trad|top_rope,footwork|gear_placement|anchors|crack_climbing|strength,beginner,advanced,True,Free,https://mountaineers.org/blog,,en,USA,Non-profit publishing house; editorially rigorous; companion to Mountaineers' book catalog,2026-05-07,2026-05-07
WB-020,website,VDiff Climbing,VDiff Climbing,,trad|sport|top_rope,footwork|hip_rotation|crimp_grip|underclings|crack_climbing|slab|lead_falling|gear_placement|anchors|jugs|edges|gastons|side_pulls|pockets,beginner,intermediate,True,Free,https://vdiffclimbing.com,,en,USA,Best free illustrated technique library; clear diagrams; UK/US hybrid approach; updated regularly,2026-05-07,2026-05-07
PD-001,podcast,The Nugget Climbing Podcast,The Nugget Climbing Podcast,,sport|bouldering|trad|all,footwork|hip_rotation|drop_knee|dynamic_movement|route_reading|mental_game|strength|finger_training|periodization|injury_rehab|edges|gastons|side_pulls,beginner,advanced,True,Free,https://thenuggetclimbing.com,,en,UK,[platforms: Spotify / Apple / all platforms] [frequency: Weekly (active)] Widely regarded as the highest-quality climbing podcast; EP226 w/ Justen Sjong is a technique masterclass ('drop-drive-stop'); Aidan Roberts; Josh Hadley on flexibility,2026-05-07,2026-05-07
PD-002,podcast,TrainingBeta Podcast,TrainingBeta Podcast,,sport|bouldering|trad,footwork|heel_hooks|drop_knee|flagging|hip_rotation|crimp_grip|slopers|route_reading|slab|overhang|mental_game|strength|finger_training|injury_rehab|periodization|gastons|side_pulls|half_crimp,intermediate,advanced,True,Free,https://trainingbeta.com/podcasts,,en,USA,[platforms: Spotify / Apple / all platforms] [frequency: ~Bi-weekly (200+ episodes)] Neely Quinn hosts; 200+ episodes; EP with John Kettle on technique habits; Hazel Findlay on mental game; Steve Bechtel on periodization; archive is vast,2026-05-07,2026-05-07
PD-003,podcast,Power Company Climbing Podcast,Power Company Climbing Podcast,,sport|bouldering|all,footwork|heel_hooks|toe_hooks|drop_knee|flagging|hip_rotation|crimp_grip|slopers|pinches|dynamic_movement|route_reading|slab|overhang|strength|periodization|edges|gastons|side_pulls,intermediate,advanced,True,Free,https://powercompanyclimbing.com/blog/category/Podcasts,,en,UK,[platforms: Spotify / Apple / all platforms] [frequency: Active] Kris Hampton & Nate Drolet; strong movement-theory episodes; 'Improving Movement Skills' episode; 'Beta > Macrobeta > Microbeta' series,2026-05-07,2026-05-07
PD-004,podcast,Eric Hörst's Training for Climbing Podcast,Eric Hörst's Training for Climbing Podcast,,sport|bouldering|trad,footwork|heel_hooks|toe_hooks|drop_knee|flagging|hip_rotation|crimp_grip|slopers|pinches|dynamic_movement|route_reading|slab|overhang|mental_game|strength|finger_training|injury_rehab|periodization|half_crimp|full_crimp|finger_drag,intermediate,elite,True,Free,https://trainingforclimbing.com/category/podcasts,,en,UK,[platforms: Apple / Libsyn / all platforms] [frequency: Monthly (active since 2015)] One of the longest-running climbing podcasts; Eric Hörst hosts; best for training-science depth; monthly cadence means less volume but high research quality,2026-05-07,2026-05-07
PD-005,podcast,Lattice Training Podcast / Wild Country Podcast,Lattice Training Podcast / Wild Country Podcast,,sport|bouldering|trad,footwork|heel_hooks|toe_hooks|knee_bars|drop_knee|flagging|hip_rotation|crimp_grip|slopers|pinches|dynamic_movement|route_reading|slab|overhang|strength|finger_training|periodization|half_crimp|full_crimp|finger_drag,intermediate,advanced,True,Free,https://latticetraining.com,,en,USA,"[platforms: Spotify / Apple] [frequency: Active (irregular)] Tom Randall, Ollie Torr and Lattice coaches; research-grade content; finger strength episode cited widely; complements YouTube channel",2026-05-07,2026-05-07
PD-006,podcast,The Struggle Climbing Show,The Struggle Climbing Show,,bouldering|sport,strength,beginner,elite,True,Free,https://thestruggleclimbingshow.com,,en,USA,"[platforms: Spotify / Apple / all platforms] [frequency: Irregular (large back catalog)] Features Emil Abrahamsson, many top boulderers; Emil's No-Hang episode; less technical but excellent for motivation and contextualizing training philosophy",2026-05-07,2026-05-07
PD-007,podcast,Enormocast,Enormocast,,trad|sport,mental_game,intermediate,advanced,True,Free,https://enormocast.com,,en,USA,"[platforms: Apple / all platforms] [frequency: Irregular (large back catalog)] Chris Kalous hosts; deep conversations with Honnold, Caldwell, Gobright; valuable for trad technique philosophy and mental approach to commitment",2026-05-07,2026-05-07
PD-008,podcast,The Climbing Podcast,The Climbing Podcast,,trad|sport|bouldering,footwork|crack_climbing|mental_game|route_reading|gear_placement,beginner,elite,True,Free,https://theclimbingpodcast.com,,en,UK,[platforms: Spotify / Apple / all platforms] [frequency: Active] UK-based; strong on trad and European sport climbing; accessible for all levels; well-produced,2026-05-07,2026-05-07
PD-009,podcast,Send Help: A Rock Climbing Advice Podcast,Send Help: A Rock Climbing Advice Podcast,,sport|bouldering|top_rope,footwork|lead_falling|anchors|gear_placement|mental_game,beginner,intermediate,True,Free,https://search on Spotify/Apple,,en,USA,[platforms: Spotify / Apple] [frequency: Active] Good entry-level podcast; practical Q&A format makes it accessible; community-driven questions,2026-05-07,2026-05-07
PD-010,podcast,Hazel Findlay — Strong Mind Podcast,Hazel Findlay — Strong Mind Podcast,,sport|trad|bouldering,mental_game|lead_falling,beginner,elite,True,Free,https://strongmindclimbing.com/podcast,,en,USA,"[platforms: Spotify / Apple] [frequency: Active (irregular)] Hazel Findlay (MSc Psychology, E9/9a); best pure mental-game podcast; complements her courses; covers fear of falling in depth",2026-05-07,2026-05-07
PD-011,podcast,Training Beta: Interviews & Research,Training Beta: Interviews & Research,,all,route_reading|strength,intermediate,advanced,True,Free,https://trainingbeta.com/media,,en,USA,[platforms: YouTube + Podcast platforms] [frequency: Active] Separate from main TrainingBeta podcast; video-format interviews available; good for visual learners wanting podcast-depth content,2026-05-07,2026-05-07
PD-012,podcast,The Nugget Deep Dive (Patreon),The Nugget Deep Dive (Patreon),,sport|bouldering,footwork|route_reading|finger_training|mental_game|periodization,intermediate,advanced,False,Patreon,https://patreon.com/thenuggetclimbing,,en,USA,[platforms: Patreon (paid supplement to free podcast)] [frequency: ~$5–10/month] Premium extension of The Nugget; worth it for deep technique work; host Steve Maisch is a highly technical climber and communicator,2026-05-07,2026-05-07
PD-013,podcast,The Careless Talk Climbing Podcast,The Careless Talk Climbing Podcast,,bouldering|sport,footwork|dynamic_movement|crimp_grip|slopers|route_reading|mental_game|strength|periodization,intermediate,elite,False,Free (Patreon optional),https://open.spotify.com/show/4TmPWUyjeqtBIm9bNz2QhR,,en,UK,"[platforms: Spotify (primary), Apple Podcasts] [frequency: Active — weekly/bi-weekly] Hosted by Aidan Roberts (proposed V17 ascents) & Sam Prior; EP121 features Xian Goh discussing Smooth and technique-first philosophy; also features Will Bosi, Nathan Phillips (8C+), Jonathan Sin; candid elite-level movement discussion",2026-05-07,2026-05-07
PD-014,podcast,Climbing Gold,Climbing Gold,,sport|trad|bouldering|all,route_reading|mental_game|overhang|crack_climbing|strength,beginner,elite,True,Free,https://open.spotify.com/show/612nrvYLVeexAH4LzlxcpU,,en,USA,"[platforms: Spotify, Apple Podcasts] [frequency: Active] Hosted by Alex Honnold & Fitz Cahall (Duct Tape Then Beer); 5M+ downloads; features Sharma, Tommy Caldwell, Emily Harrington; Honnold brings unparalleled insight into movement efficiency on hard routes",2026-05-07,2026-05-07
PD-015,podcast,The Average Climber Podcast,The Average Climber Podcast,,sport|bouldering|top_rope,gear_placement,beginner,intermediate,True,Free,https://open.spotify.com/show/25SVaEoe7BC4UiwqcSdmfd,,en,USA,"[platforms: Spotify, Apple Podcasts] [frequency: Active] Hosted by Lauren Abernathy (Head Coach, Good Spray Climbing) & Caitlin Holmes (Certified Nutrition Specialist); produced by Plug Tone Audio; deliberately accessible and non-intimidating; strong nutrition + technique combo",2026-05-07,2026-05-07
PD-016,podcast,The RunOut,The RunOut,,sport|trad|bouldering,route_reading|mental_game|crack_climbing|overhang|gear_placement,intermediate,advanced,True,Free,https://search 'The RunOut' on Spotify,,en,USA,"[platforms: Spotify, Apple Podcasts] [frequency: Active] Hosted by Chris Kalous (Enormocast) & Andrew Bisharat (former Rock & Ice editor); Climbing Magazine editors' pick (Dec 2024); strong on technique philosophy and contextualising modern movement standards",2026-05-07,2026-05-07
PD-017,podcast,Circle Up!,Circle Up!,,bouldering|sport,mental_game,beginner,advanced,True,Free,https://search 'Circle Up Climbing' on Spotify,,en,USA,"[platforms: Spotify, Apple Podcasts] [frequency: Active] Hosted by Allison Vest & Kyra Condie (Olympic silver medalist, 2020 Tokyo); strong mental-game content; competition technique insights from an Olympian; body-positive approach useful for all-level climbers",2026-05-07,2026-05-07
PD-018,podcast,The Sharp End Podcast,The Sharp End Podcast,,trad|sport|all,route_reading,beginner,advanced,True,Free,https://search 'The Sharp End climbing podcast' on Spotify,,en,UK,"[platforms: Spotify, Apple Podcasts] [frequency: Active] Hosted by Ashley Saupe (American Alpine Institute); produced in Alaska; essential complement to technique databases — shows consequences of movement/gear errors in real incidents",2026-05-07,2026-05-07
PD-019,podcast,Alpinist Podcast,Alpinist Podcast,,trad|all,route_reading|mental_game|crack_climbing|overhang|gear_placement|anchors,beginner,elite,True,Free,https://search 'Alpinist Podcast' on Spotify,,en,USA,"[platforms: Spotify, Apple Podcasts] [frequency: Irregular] Produced by Alpinist Magazine (since 2002); interviews and oral histories from the world's leading alpinists; strong on technique philosophy for complex mountain terrain",2026-05-07,2026-05-07
